genres,year,playtime_forever
"['Adventure', 'Indie']",2015,3671
"['Adventure', 'Indie']",2015,1480
"['Action', 'Indie']",2012,5141
"['Adventure', 'RPG']",2015,22529
"['Action', 'RPG']",2015,6489436
"['Indie', 'Strategy']",2015,1141
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2015,177755
['Adventure'],2015,170116
"['Action', 'Adventure', 'Indie']",2015,155
"['Action', 'Indie', 'RPG']",2015,24
"['Casual', 'Indie']",2015,14
"['Action', 'Casual', 'Indie']",2015,507
"['Casual', 'Indie']",2015,31
"['Action', 'Indie']",2017,3565
"['Indie', 'Sports']",2015,605
"['Action', 'Adventure', 'RPG', 'Simulation', 'Strategy']",2015,3799
['Action'],2015,47434
"['Indie', 'RPG']",2015,335
"['Action', 'Adventure', 'Indie']",2015,327
"['Free to Play', 'Indie', 'Strategy', 'Early Access']",2015,16890
"['Indie', 'RPG', 'Strategy']",2015,100
"['Indie', 'Simulation', 'Strategy']",2015,1556
"['Action', 'Indie', 'Strategy']",2013,52032
['Casual'],2015,8741
"['Free to Play', 'Strategy']",2015,12720
"['Simulation', 'Strategy']",2010,1
"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",2015,8664
['Action'],2015,524195
"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']",2015,4084
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015,17107
['RPG'],2015,19426
"['Action', 'Free to Play', 'Indie']",2015,13838
"['Action', 'Indie', 'Racing']",2015,415
"['Action', 'Casual', 'Indie']",2015,52
"['Adventure', 'Casual', 'Indie']",2015,40030
"['Casual', 'Indie', 'Simulation']",2015,1828
"['Adventure', 'Indie']",2013,11231
"['Adventure', 'Casual', 'Indie', 'Simulation']",2011,11082
"['Adventure', 'Casual', 'Indie']",2015,16772
"['Racing', 'Simulation', 'Sports']",2015,126
"['Adventure', 'Indie', 'RPG']",2014,7362
"['Adventure', 'Casual']",2015,355
['Action'],2015,4397
['Indie'],2015,4766
"['Adventure', 'Casual', 'Indie']",2015,20010
"['Indie', 'RPG', 'Simulation']",2015,88
"['Action', 'Indie', 'RPG']",2015,2337
"['Adventure', 'Casual', 'Indie']",2012,4297
['Indie'],2014,11851
"['Casual', 'Indie', 'Simulation']",2015,704
"['Strategy', 'Early Access']",2015,172
"['Adventure', 'Casual']",2015,33
"['Indie', 'RPG']",2015,21851
"['Action', 'Indie']",2015,1132
"['Indie', 'Strategy']",2015,13989
"['Action', 'Adventure', 'RPG']",2015,5918
"['RPG', 'Strategy']",2015,36504
"['Free to Play', 'Massively Multiplayer', 'Strategy']",2013,126
"['Indie', 'RPG']",2015,268
"['Action', 'Indie', 'Simulation']",2015,488
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015,431781
['Indie'],2015,6017
"['Adventure', 'Casual', 'Indie', 'Simulation']",2011,11729
"['Action', 'Casual', 'Indie']",2013,643
"['Indie', 'RPG', 'Strategy']",2014,141
"['Action', 'Indie', 'Strategy']",2015,4948
"['Action', 'Casual', 'Indie']",2015,278
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2015,24337
"['Action', 'Casual', 'Free to Play', 'Indie', 'Strategy']",2015,8275
"['Adventure', 'Indie', 'Simulation']",2014,125
"['Action', 'Casual', 'Indie']",2014,4188
"['Indie', 'Strategy']",2014,4121
"['RPG', 'Early Access']",2018,1245
"['Free to Play', 'Massively Multiplayer', 'RPG']",2014,3078
['Simulation'],2013,6828
"['Adventure', 'Indie']",2014,29
"['Action', 'Adventure', 'Casual', 'Indie']",2014,9350
"['Indie', 'RPG', 'Early Access']",2014,24
"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2014,1441
"['Action', 'Strategy']",2014,4291
"['Indie', 'Sports']",2014,4173
"['Indie', 'RPG']",2014,6775
"['Adventure', 'Casual', 'Indie']",2014,21975
"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2014,26999
"['Indie', 'Strategy']",2014,21757
"['Action', 'Adventure', 'RPG']",2014,7726
"['Casual', 'Indie']",2014,35
['Simulation'],2006,840495
"['Indie', 'Simulation', 'Strategy']",2014,493
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2014,60251
"['RPG', 'Strategy']",2014,3504
"['Adventure', 'Casual', 'Indie']",2014,1
['Action'],2014,20079
"['Action', 'Indie']",2014,5272
"['Casual', 'Strategy']",2014,1071
"['Action', 'Indie']",2014,4024
"['Adventure', 'Casual', 'Indie']",2014,6004
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2014,9
"['Action', 'Adventure', 'Indie']",2014,624919
"['Action', 'Indie']",2014,1560
['Animation &amp; Modeling'],2014,2796
"['Action', 'Free to Play']",2012,166567
"['Indie', 'RPG', 'Simulation', 'Strategy']",2014,7271
"['Action', 'Indie']",2014,3652
['Action'],2014,111085
"['Action', 'Indie']",2014,37
"['Casual', 'Indie']",2014,9475
"['Adventure', 'Casual', 'Indie']",2014,2851
"['Action', 'RPG']",1996,14900
['Indie'],2014,98
"['Action', 'Adventure', 'Casual', 'Indie']",2014,16384
"['Action', 'Indie']",2014,4509
"['Action', 'Indie']",2014,751
['Adventure'],2007,390
"['Action', 'Casual']",2014,82
"['Action', 'Indie']",2014,232
"['Action', 'Adventure']",2014,33644
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2014,177109
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2014,475584
"['Indie', 'RPG', 'Strategy']",2014,200076
"['Indie', 'RPG', 'Strategy']",2014,10465
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2014,1305
"['Casual', 'Indie', 'RPG', 'Strategy']",2014,5628
"['Action', 'Indie', 'Racing']",2000,3015
"['Indie', 'RPG']",2014,102841
"['Simulation', 'Sports', 'Strategy']",2014,1276
"['Adventure', 'Casual']",2014,7224
"['Action', 'Indie', 'Strategy']",2014,1257
['Strategy'],2014,39
"['Adventure', 'Indie', 'Sports']",2014,1148
"['Action', 'Adventure', 'Indie']",2014,14410
"['Adventure', 'Indie', 'RPG', 'Strategy']",2014,20643
"['Adventure', 'Indie']",2014,6577
"['Adventure', 'Indie', 'RPG', 'Strategy']",2014,9060
"['Adventure', 'Casual', 'Indie']",2014,334
"['Strategy', 'Early Access']",2014,5410
"['Casual', 'Indie', 'RPG']",2014,39014
['Adventure'],2014,391
"['Action', 'Indie']",2014,3578
"['Action', 'Indie']",2014,2388
"['Adventure', 'Indie', 'Early Access']",2014,25
['Adventure'],2013,23884
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",2014,349
"['Indie', 'Simulation', 'Strategy']",2014,916
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",2014,81
"['Indie', 'Strategy']",2014,1134
"['Action', 'Massively Multiplayer', 'Racing']",2014,965280
"['Casual', 'Strategy']",2014,3318
['Adventure'],2014,837545
"['Adventure', 'Indie']",2014,6418
"['Indie', 'RPG']",2014,12527
['Indie'],2014,21441
"['Adventure', 'Indie']",2014,1226
"['Action', 'Casual', 'Simulation', 'Sports', 'Strategy']",2014,850
"['Racing', 'Simulation', 'Sports']",2014,2783
"['Adventure', 'Casual']",2014,539
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2014,12359
['Action'],2014,43431
['Adventure'],2014,1138672
"['Action', 'Indie']",2014,2040
['Indie'],2014,390
"['Action', 'Indie']",2014,3309
"['Action', 'Casual', 'Free to Play']",2013,113388
"['Action', 'Free to Play', 'Indie', 'RPG']",2014,11989
"['Adventure', 'Indie', 'RPG']",2014,63
['Simulation'],2014,980
['Strategy'],2014,31758
['Simulation'],2014,38
"['Casual', 'Indie', 'Strategy']",2014,214679
"['Adventure', 'Casual']",1994,606
"['Action', 'Racing']",2014,525
"['Action', 'Indie']",2014,9346
"['Action', 'Indie']",2014,7190
"['Action', 'Indie', 'Early Access']",2014,325
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2014,5814
['Simulation'],1998,1353
"['Adventure', 'Casual', 'Racing']",2014,3981
"['Action', 'Indie']",2014,42
"['Action', 'Simulation', 'Sports', 'Strategy']",2014,236
"['Action', 'Indie']",2014,2157
['Strategy'],2014,23640
"['Adventure', 'Indie', 'Simulation']",2014,1711996
['RPG'],2014,40687
"['Action', 'Strategy']",2014,597713
"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2014,380
"['Adventure', 'Casual', 'Free to Play', 'Indie']",2014,125902
"['Action', 'Adventure', 'RPG']",2014,9763
"['Simulation', 'Sports', 'Strategy']",2014,1013
"['Indie', 'RPG']",2014,15502
['Indie'],2014,13003
"['Action', 'Casual', 'Indie']",2014,9083
['Simulation'],2014,12
"['Action', 'Adventure', 'Casual', 'Indie']",2014,33696
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",2014,34950
"['Action', 'Indie']",2014,12121
"['Action', 'Indie', 'Racing', 'Simulation', 'Early Access']",2014,26764
"['Adventure', 'Indie', 'RPG']",2014,3965
"['Casual', 'Indie']",2014,4840
"['Adventure', 'Indie']",2009,187
"['Action', 'Indie']",2014,9041
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2014,4552
['Strategy'],2014,708
"['Action', 'Indie', 'Simulation', 'Early Access']",2014,1
"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']",2014,2959
"['Adventure', 'Casual', 'Indie', 'RPG']",2014,2440
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2014,133053
"['Indie', 'Strategy']",2014,6343
"['Action', 'Adventure', 'Indie']",2014,5445
"['Indie', 'Simulation']",2014,40
['Indie'],2014,294833
"['Action', 'Adventure', 'Indie', 'RPG']",2014,2322
"['Action', 'Adventure']",2014,960155
"['Action', 'RPG', 'Strategy']",2014,929923
"['Casual', 'Free to Play', 'Indie']",2014,34530
"['Action', 'Adventure', 'Indie', 'Racing']",2014,179065
"['Action', 'Adventure']",2014,519959
['Indie'],2014,2117
"['Action', 'Indie']",2014,19123
['Simulation'],1992,11
['Simulation'],2009,166
['Simulation'],2014,52
"['Adventure', 'RPG', 'Strategy']",2014,47969
"['Adventure', 'Casual']",2010,3434
['Indie'],2011,17
['Indie'],2014,38
"['Action', 'Indie']",2014,760
"['Adventure', 'Indie']",2014,9538
"['Action', 'RPG']",2014,268479
['Simulation'],2000,3992
['Simulation'],1991,144
"['Adventure', 'Indie', 'RPG']",2014,8179
"['Action', 'Adventure', 'Indie', 'RPG']",2014,1943
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2014,1812
"['Simulation', 'Strategy']",2014,5786
"['Action', 'Indie', 'RPG']",2014,12823
['Simulation'],1994,33
"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2014,21605
['Action'],2014,717885
"['Action', 'Indie']",2014,875785
"['Adventure', 'Casual']",2012,13021
['Casual'],2014,19
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2014,9697
"['Action', 'Free to Play', 'Indie', 'RPG', 'Early Access']",2017,11791
"['Adventure', 'RPG']",2014,3479
"['Adventure', 'Indie', 'RPG', 'Strategy']",2014,667021
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2014,3832
"['Adventure', 'Indie']",2014,357
"['Action', 'Indie']",2014,2694
"['Action', 'Free to Play', 'Indie']",2014,501060
"['Action', 'Indie']",2014,3497
['Strategy'],2014,2711761
"['Adventure', 'Indie']",2014,93941
['Casual'],2001,675
"['Adventure', 'Casual']",1993,10627
['Strategy'],1996,1
['Strategy'],1998,138
"['Action', 'Racing']",1999,32
['Action'],1999,937
"['Action', 'Adventure', 'Strategy']",1997,839
"['Action', 'Indie', 'RPG']",2014,125777
"['Action', 'Adventure', 'Indie']",2014,6
"['Free to Play', 'Indie', 'RPG']",2014,6340
"['Action', 'Indie', 'Strategy']",2014,2769
"['Adventure', 'Indie', 'RPG', 'Simulation']",2014,344
"['Casual', 'Indie']",2014,2864
"['Indie', 'Simulation']",2014,1970
['Adventure'],2014,57
['Adventure'],1994,10
"['Adventure', 'RPG']",1992,2164
['Adventure'],1993,115
"['Action', 'Indie', 'RPG']",2013,127319
"['Adventure', 'Casual', 'Indie']",2014,25286
"['Action', 'Indie', 'Simulation', 'Strategy']",2014,297523
"['Casual', 'Indie']",2014,420
"['Indie', 'RPG', 'Strategy']",2014,7702
"['Action', 'Simulation']",2014,6516
"['Indie', 'RPG']",2014,505
"['Indie', 'RPG']",2014,21704
"['Action', 'Indie']",2014,45405
"['Indie', 'Simulation', 'Strategy']",2014,37140
"['Indie', 'Massively Multiplayer', 'RPG']",2014,20814
['Adventure'],1992,70
"['Indie', 'Strategy']",2014,20028
['Simulation'],2014,2323
['Adventure'],2014,2365
"['Casual', 'Indie', 'Early Access']",2014,12194
"['Adventure', 'Indie', 'RPG']",2014,242694
"['Casual', 'Indie']",2012,4371
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2014,70007
"['Free to Play', 'RPG', 'Strategy']",2014,74637
"['Action', 'RPG']",2014,9533158
"['Adventure', 'Indie']",2014,843
"['Action', 'Adventure', 'Racing']",2014,807406
"['Action', 'Adventure', 'Casual', 'Indie']",2014,12242
"['Action', 'Indie']",2014,1152
"['Indie', 'Strategy', 'Early Access']",2014,711
"['Casual', 'Indie']",2014,661
['Adventure'],2014,209803
"['Action', 'Adventure']",2012,9137
"['Action', 'Adventure']",2013,2068
"['Action', 'Adventure', 'Racing']",2011,1784
['Action'],2014,937902
"['Action', 'Adventure']",2012,37
"['Action', 'Adventure']",2011,1542
"['Action', 'Adventure']",2007,529
['RPG'],2014,834453
"['Adventure', 'Indie']",2014,5449
"['Adventure', 'Indie']",2014,1691
"['Adventure', 'Simulation']",1990,1043
"['Adventure', 'Simulation']",1987,233
"['Adventure', 'Simulation']",1994,1360
"['Action', 'Adventure', 'Indie']",2014,7686
['Action'],2014,325541
['Casual'],2012,225
"['Indie', 'RPG']",2014,4928
"['Action', 'Racing']",2010,20744
"['Action', 'Adventure']",2010,523
"['Action', 'Adventure']",2010,3759
"['Action', 'Adventure']",2010,651
['Adventure'],2009,58
"['Action', 'Adventure']",2011,27752
"['Action', 'Adventure']",2011,2949
['Casual'],2010,144
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing']",2014,5809
"['Action', 'Casual', 'Indie', 'Early Access']",2014,17504
['Utilities'],2014,70
"['Casual', 'Indie', 'Strategy']",2014,7169
"['Action', 'Adventure', 'RPG']",2014,395835
"['Action', 'Adventure']",2014,7163
"['Casual', 'Simulation', 'Strategy']",2014,36703
['Action'],2014,1
['Action'],2014,2
['Action'],2014,1120
"['Action', 'Casual']",2014,14588
"['Action', 'Adventure', 'Indie']",2014,6697
"['Simulation', 'Strategy']",2006,72684
['Simulation'],2014,499
"['Adventure', 'Indie']",2014,82591
"['Action', 'RPG']",1999,1504
"['Action', 'Adventure', 'Indie']",2014,947
['Simulation'],2012,9174
"['Simulation', 'Strategy']",2014,17351
"['Action', 'RPG', 'Simulation']",2014,166773
"['Action', 'Adventure', 'Indie']",2014,14188
"['Action', 'Adventure', 'Indie', 'RPG']",2014,12327
"['Action', 'Casual', 'Indie', 'Sports']",2014,42371
"['Action', 'Adventure', 'Indie']",2014,41941
"['Adventure', 'Indie']",2014,2605
"['Action', 'Indie', 'Racing']",1998,12397
"['Action', 'Indie']",2014,7865
['Action'],2006,3263
"['Adventure', 'Casual', 'Indie']",2014,34318
"['Adventure', 'Casual', 'Indie', 'RPG']",2014,1482
"['Action', 'Indie']",2014,4115
['Action'],2010,828349
['Casual'],2012,489
['RPG'],2014,69894
"['Indie', 'Strategy']",2014,5789
"['Action', 'Adventure', 'Indie']",2014,11640
"['Design &amp; Illustration', 'Photo Editing']",2014,27394
"['Adventure', 'Indie', 'RPG', 'Strategy']",2014,441544
['Casual'],2014,130
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",2013,10899
"['Adventure', 'Indie']",2014,6013
"['Adventure', 'Casual', 'Indie']",2014,35418
['Strategy'],2014,850
"['Action', 'Indie']",2014,56573
"['Simulation', 'Strategy']",2014,2364
"['Adventure', 'Casual']",2007,3605
"['Casual', 'Indie', 'Simulation']",2014,11773
"['Action', 'Indie']",2014,1002
"['Adventure', 'Casual']",2005,1380
"['Casual', 'Indie', 'Strategy']",2014,97482
"['Indie', 'RPG']",2014,19450
"['Adventure', 'Indie']",2010,6663
"['Simulation', 'Strategy']",2014,823
"['Casual', 'Indie', 'Simulation']",2014,92700
"['Casual', 'Free to Play', 'Indie', 'Early Access']",2014,166000
"['Casual', 'Indie', 'Simulation']",2014,88902
"['Indie', 'Strategy']",2014,4341
"['Action', 'Adventure', 'Indie']",2014,3840
['Action'],2014,771190
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2014,542829
"['Action', 'Indie', 'Racing']",2014,3961
"['Action', 'Indie']",2014,19935
['Racing'],2006,393
['Racing'],2005,11091
"['Indie', 'RPG', 'Strategy', 'Early Access']",2014,2367
['Racing'],2008,493
"['Adventure', 'Casual', 'Indie']",2014,37170
"['Simulation', 'Strategy']",2002,4730
"['Simulation', 'Strategy']",2004,1785
"['Action', 'Casual', 'Indie', 'Strategy']",2014,2355
"['Action', 'Adventure', 'RPG']",2009,3502
"['Action', 'Indie', 'Sports']",2014,483658
['Casual'],2014,22995
"['Action', 'Free to Play', 'Strategy']",2013,39902
"['Indie', 'RPG', 'Strategy']",2014,2203
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Strategy']",2014,11508
"['Indie', 'Simulation']",2015,79
"['Action', 'Casual', 'Indie']",2014,2714
"['Casual', 'Indie', 'RPG', 'Simulation']",2014,376123
"['Adventure', 'Indie']",2014,7222
"['Adventure', 'Casual']",2012,942
"['Action', 'Free to Play', 'Indie', 'Sports', 'Strategy', 'Early Access']",2014,35397
"['Action', 'Adventure', 'Casual', 'Indie']",2014,2926
"['Free to Play', 'Indie', 'RPG', 'Simulation']",2014,29101
"['Action', 'Adventure']",2014,89
['RPG'],2014,90736
"['Action', 'Adventure', 'Indie']",2014,2167
"['Indie', 'Simulation']",2014,406446
"['Indie', 'Sports', 'Strategy']",2014,1727
"['RPG', 'Strategy']",2014,53268
"['Action', 'Indie', 'Strategy']",2014,109
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']",2014,31830
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",2014,316272
"['Indie', 'RPG']",2014,552
"['Action', 'Indie']",2014,71
['Early Access'],2014,2060
"['Adventure', 'Indie']",2009,9003
"['Indie', 'Strategy']",2014,21582
['Action'],2014,1503028
"['Indie', 'Strategy']",2011,1075
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']",2014,56731
"['Indie', 'RPG']",2014,2905
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2014,1115321
"['Action', 'Adventure', 'Indie']",2014,3224
"['Action', 'Indie', 'RPG']",2005,9212
"['Indie', 'Simulation']",2007,10
['Simulation'],2009,92
"['Free to Play', 'Massively Multiplayer', 'RPG']",2014,171047
"['Action', 'Casual', 'Indie']",2014,11563
"['Free to Play', 'Simulation', 'Strategy']",2014,211620
"['Adventure', 'Casual', 'Simulation']",2011,16800
"['Casual', 'Simulation', 'Sports']",2014,2379
"['Action', 'Indie', 'Early Access']",2014,772
"['Action', 'Indie', 'Sports']",2014,51525
"['Adventure', 'Indie']",2014,6060
"['Action', 'Adventure', 'Indie']",2014,2495
"['Adventure', 'Indie']",2014,3607
"['Adventure', 'Indie']",2014,1712
['Strategy'],2014,4160
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2014,244942
"['Adventure', 'Indie', 'RPG']",2014,3871
"['Indie', 'Simulation', 'Sports']",2014,443799
"['Education', 'Software Training', 'Utilities', 'Video Production']",2014,25
"['Simulation', 'Strategy']",2014,3057
"['Adventure', 'Casual']",2014,2930
"['Racing', 'Sports']",2014,25585
"['Action', 'Adventure', 'Indie']",2014,748
"['Action', 'Adventure', 'Indie']",2014,10934
"['Adventure', 'Indie', 'RPG', 'Simulation']",2015,998992
"['Action', 'Indie']",2014,73967
"['Adventure', 'Indie', 'RPG']",2014,2507
"['Casual', 'Indie']",2014,1653
"['Action', 'Indie', 'RPG']",2014,19082
"['RPG', 'Strategy']",2006,1678
"['Adventure', 'Indie']",2014,96975
"['Casual', 'Indie', 'Strategy']",2014,46611
"['Action', 'Indie', 'RPG']",2014,346081
"['Adventure', 'Casual']",2014,312
"['Adventure', 'Free to Play', 'Indie']",2014,95052
"['Action', 'Adventure', 'Indie', 'Early Access']",2014,35025
"['Action', 'Indie']",2014,181536
"['Adventure', 'Casual', 'Simulation']",2013,2957
"['Action', 'Adventure']",1988,13731
"['Simulation', 'Sports']",2014,4
"['Indie', 'Sports']",2014,38507
"['Action', 'Indie', 'RPG', 'Strategy']",2014,7405
"['Casual', 'Indie']",2012,2993
['Adventure'],2013,883
"['Adventure', 'Casual', 'Indie', 'RPG']",2014,3406
"['Action', 'Indie', 'Strategy']",2014,1433
"['Action', 'Adventure']",1998,11789
"['Action', 'Adventure']",1998,3237
"['Action', 'Adventure', 'Indie', 'Strategy']",2014,10450
"['Action', 'Adventure', 'Indie']",2014,11015
['Indie'],2012,3672
"['Adventure', 'Indie', 'RPG']",2014,7407
"['Adventure', 'Casual', 'Indie', 'RPG']",2014,3220
"['Adventure', 'Casual']",2013,17125
['Adventure'],2014,894
"['Adventure', 'Indie', 'RPG']",2013,40166
"['Casual', 'Indie']",2014,3806
"['Action', 'Indie', 'Strategy', 'Early Access']",2014,961
"['Indie', 'Strategy']",2014,3520
"['Casual', 'Indie']",2014,8725
"['Indie', 'RPG']",2014,8929
['Racing'],2011,19
['Action'],2007,591
"['Action', 'Adventure', 'Indie']",2014,75511
"['Adventure', 'Casual']",2014,117
"['Adventure', 'Casual', 'Indie']",2014,299
"['Action', 'Adventure', 'Casual', 'Indie']",2014,147613
"['Indie', 'Strategy']",2014,2009
"['Action', 'Adventure', 'Indie']",2014,44644
['Adventure'],2008,552
"['Action', 'Free to Play', 'Indie', 'Early Access']",2014,20917
"['Action', 'Casual', 'Indie']",2014,1699
"['Action', 'Adventure', 'Indie']",2014,11122
"['Adventure', 'Indie']",2014,4581
"['Action', 'Indie', 'RPG', 'Early Access']",2014,13830
"['Design &amp; Illustration', 'Utilities']",2014,7
"['Action', 'Indie']",2014,10866
['Indie'],2014,175
"['Action', 'Indie']",2014,4046
"['Action', 'Simulation']",2014,842
"['Action', 'Adventure', 'Indie']",2014,1230
"['Action', 'Adventure', 'Indie']",2014,151
"['Simulation', 'Strategy']",2003,5310
"['Casual', 'Indie', 'RPG', 'Simulation']",2014,5216
"['Indie', 'Strategy']",2014,31584
['Strategy'],2014,36
['Action'],2004,360
['Sports'],2014,26482
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",2014,2103488
['Strategy'],2004,13121
"['Indie', 'RPG', 'Strategy']",2014,16446
['Casual'],2014,3909
"['Casual', 'Indie', 'Strategy']",2014,12945
"['Simulation', 'Strategy']",2013,978
"['Action', 'Adventure', 'Indie']",2014,13329
"['Action', 'Adventure', 'Indie']",2014,3682
"['Indie', 'Strategy']",2014,2069
"['Casual', 'Simulation', 'Strategy']",2014,6869
"['Casual', 'Indie']",2014,10602
"['Action', 'Strategy']",2014,16357
"['Indie', 'Strategy']",2014,798
"['Action', 'Free to Play']",2014,94852
"['Action', 'Adventure', 'Indie']",2014,236
"['Adventure', 'Indie', 'RPG']",2014,46744
"['Action', 'Indie']",2014,1392
"['Action', 'Simulation']",2001,5898
['Adventure'],2014,260339
"['Indie', 'Simulation', 'Sports']",2014,493600
"['Action', 'Adventure', 'Indie']",2014,589014
"['Racing', 'Sports']",2014,510441
"['Action', 'Adventure']",2014,1183369
['Indie'],2014,19786
"['Indie', 'RPG']",2012,27740
"['Action', 'Indie']",2014,3923
"['Action', 'Indie', 'RPG']",2014,65060
"['Adventure', 'Casual', 'Indie']",2009,4375
"['Casual', 'Indie', 'Strategy']",2014,15024
"['Action', 'Casual', 'Indie', 'Sports']",2014,14557
['Sports'],2014,36
['Adventure'],1994,762
"['Action', 'Adventure']",1989,607
['Adventure'],1998,1
['Adventure'],1991,166
['Adventure'],1996,2
"['Adventure', 'Racing', 'Simulation']",2014,1270303
"['Indie', 'Strategy']",2014,92976
"['Action', 'Adventure', 'Indie', 'RPG']",2014,129531
"['Simulation', 'Strategy']",2014,2588
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2014,6512
"['Action', 'Indie', 'Strategy']",2014,16283
"['Casual', 'Indie']",2014,37637
"['Simulation', 'Strategy']",2014,2168
"['Racing', 'Simulation', 'Sports', 'Strategy']",2014,2902
"['Casual', 'Indie', 'Simulation', 'Strategy']",2013,20736
"['Action', 'Casual', 'Indie']",2014,7696
['Action'],2014,678
"['Simulation', 'Strategy']",2014,944269
['Indie'],2014,402
"['Action', 'Indie']",2012,1892
['Strategy'],2003,5807
"['Action', 'Casual', 'Indie']",2014,8918
"['Action', 'Adventure', 'Indie']",2014,2481
"['Casual', 'Indie', 'Simulation', 'Strategy']",2014,2351
"['Action', 'Casual', 'Indie']",2014,9028
"['Casual', 'Free to Play', 'Indie']",2014,128472
"['Indie', 'Racing']",2014,7372
"['Action', 'Indie']",2014,1510
"['Adventure', 'Indie']",2008,7802
"['Action', 'Indie']",2014,57729
['Simulation'],2014,10
['Adventure'],2004,893
"['Action', 'Casual', 'Indie']",2014,21599
"['Adventure', 'Casual', 'Indie']",2008,2996
"['Casual', 'Racing']",2014,49459
"['Indie', 'Strategy']",2009,1789
"['Adventure', 'Casual']",2003,512
['Casual'],1999,217
['Casual'],1998,38
"['Adventure', 'Casual']",2000,2088
['Action'],2013,650
"['Adventure', 'Casual']",2001,766
"['Action', 'Adventure', 'Casual', 'Indie']",2014,83
"['Action', 'Casual']",2014,54131
['Action'],2014,5137
"['Action', 'Indie']",2014,21498
"['Simulation', 'Strategy']",2014,19979
"['Action', 'Indie', 'Racing', 'Simulation']",2014,1761
"['Action', 'Casual', 'Indie']",2014,166166
"['Simulation', 'Strategy']",2013,56999
['Indie'],2014,2918
['Action'],2013,3460
"['Action', 'Indie']",2014,35710
"['Action', 'Indie', 'RPG']",2014,6355
['Adventure'],2003,118
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2014,31723
['Simulation'],2006,912
"['Action', 'Casual', 'Indie']",2014,2269
"['Action', 'Adventure', 'RPG']",2014,206629
"['Indie', 'RPG']",2012,52357
"['Casual', 'Sports']",2013,6715
"['Action', 'Adventure', 'Indie', 'RPG']",2014,64
"['Action', 'Adventure', 'Free to Play', 'Simulation', 'Sports']",2014,912763
"['Indie', 'Simulation']",2007,10958
"['Action', 'Adventure', 'Indie']",2014,24176
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2014,3686299
"['Action', 'Indie']",2014,87
"['Adventure', 'Indie', 'RPG']",2014,7799
"['Action', 'Indie']",2013,8338
"['Indie', 'Simulation']",2011,1707
"['Action', 'Adventure', 'Indie']",2014,4172
"['Action', 'Indie']",2014,21830
"['Action', 'Adventure', 'Indie']",2017,43690
"['Adventure', 'Casual']",1999,1159
"['Adventure', 'Casual']",2003,718
"['Adventure', 'Casual']",1998,831
"['Adventure', 'Casual']",1998,123
"['Design &amp; Illustration', 'Utilities']",2014,59198
"['Action', 'Adventure', 'Indie']",2014,14606
"['Simulation', 'Strategy']",2014,108396
"['Action', 'Adventure', 'Indie']",2014,78104
